arm,t_s,device,client_ip,client_role,node,blamed_on,server_role,status,latency_ms,resteered_from,exact
baseline,180.682,iot34,10.0.0.34,none,srv2,srv2,none,success,59.34,,True
baseline,180.707,iot13,10.0.0.13,none,srv5,srv5,none,success,58.71,,True
baseline,180.736,iot21,10.0.0.21,none,srv5,srv5,none,success,63.21,,True
baseline,180.752,iot11,10.0.0.11,none,srv3,srv3,sybil,success,268.19,,True
baseline,180.788,iot14,10.0.0.14,none,srv6,srv6,drop,timeout,4014.82,,True
baseline,180.886,iot37,10.0.0.37,flood,srv5,srv5,none,success,61.34,,False
baseline,180.887,iot37,10.0.0.37,flood,srv5,srv5,none,success,79.7,,False
baseline,180.895,iot1,10.0.0.1,none,srv1,srv1,grayhole,success,74.52,,True
baseline,180.953,iot17,10.0.0.17,none,srv1,srv1,grayhole,success,66.94,,True
baseline,180.968,iot37,10.0.0.37,flood,srv5,srv5,none,success,59.39,,True
baseline,180.972,iot6,10.0.0.6,none,srv6,srv6,drop,timeout,4031.04,,True
baseline,181.047,iot22,10.0.0.22,none,srv6,srv6,drop,timeout,4030.03,,True
baseline,181.126,iot15,10.0.0.15,none,srv7,srv7,none,success,62.74,,True
baseline,181.249,iot8,10.0.0.8,none,srv8,srv8,onoff,success,388.96,,True
baseline,181.252,iot5,10.0.0.5,none,srv5,srv5,none,success,50.45,,True
baseline,181.253,iot24,10.0.0.24,none,srv8,srv8,onoff,success,455.6,,True
baseline,181.254,iot37,10.0.0.37,flood,srv5,srv5,none,success,67.78,,False
baseline,181.255,iot7,10.0.0.7,none,srv7,srv7,none,success,53.41,,True
baseline,181.263,iot10,10.0.0.10,none,srv2,srv2,none,success,62.39,,True
baseline,181.276,iot37,10.0.0.37,flood,srv5,srv5,none,success,73.24,,False
baseline,181.331,iot37,10.0.0.37,flood,srv5,srv5,none,success,60.58,,True
baseline,181.332,iot26,10.0.0.26,none,srv2,srv2,none,success,38.75,,True
baseline,181.373,iot23,10.0.0.23,none,srv7,srv7,none,success,50.2,,True
baseline,181.395,iot20,10.0.0.20,none,srv4,srv4,none,success,65.31,,True
baseline,181.4,iot31,10.0.0.31,none,srv7,srv7,none,success,65.6,,True
baseline,181.576,iot40,10.0.0.40,bad_credentials,srv8,srv8,onoff,success,206.29,,True
baseline,181.625,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.41,,False
baseline,181.65,iot37,10.0.0.37,flood,srv5,srv5,none,success,61.0,,False
baseline,181.695,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.88,,True
baseline,181.94,iot39,10.0.0.39,bad_credentials,srv7,srv7,none,success,68.42,,True
baseline,181.987,iot37,10.0.0.37,flood,srv5,srv5,none,success,60.47,,False
baseline,181.994,iot18,10.0.0.18,none,srv2,srv2,none,success,31.31,,True
baseline,182.016,iot37,10.0.0.37,flood,srv5,srv5,none,success,59.52,,False
baseline,182.051,iot2,10.0.0.2,none,srv2,srv2,none,success,44.23,,True
baseline,182.06,iot37,10.0.0.37,flood,srv5,srv5,none,success,59.78,,True
baseline,182.062,iot12,10.0.0.12,none,srv4,srv4,none,success,30.87,,True
baseline,182.094,iot28,10.0.0.28,none,srv4,srv4,none,success,32.1,,True
baseline,182.174,iot29,10.0.0.29,none,srv5,srv5,none,success,45.45,,True
baseline,182.234,iot36,10.0.0.36,none,srv4,srv4,none,success,100.12,,True
baseline,182.3,iot35,10.0.0.35,none,srv3,srv3,sybil,success,141.29,,True
baseline,182.344,iot27,10.0.0.27,none,srv3,srv3,sybil,success,229.96,,True
baseline,182.352,iot37,10.0.0.37,flood,srv5,srv5,none,success,59.17,,False
baseline,182.379,iot37,10.0.0.37,flood,srv5,srv5,none,success,61.13,,False
baseline,182.423,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.24,,True
baseline,182.515,iot4,10.0.0.4,none,srv4,srv4,none,success,58.03,,True
baseline,182.633,iot32,10.0.0.32,none,srv8,srv8,onoff,success,254.98,,True
baseline,182.659,iot16,10.0.0.16,none,srv8,srv8,onoff,success,342.05,,True
baseline,182.709,iot3,10.0.0.3,none,srv3,srv3,sybil,success,197.95,,True
baseline,182.714,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.69,,False
baseline,182.743,iot37,10.0.0.37,flood,srv5,srv5,none,success,59.12,,False
baseline,182.765,iot19,10.0.0.19,none,srv3,srv3,sybil,success,140.31,,True
baseline,182.785,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.06,,True
baseline,182.795,iot34,10.0.0.34,none,srv2,srv2,none,success,58.57,,True
baseline,182.824,iot13,10.0.0.13,none,srv5,srv5,none,success,61.66,,True
baseline,182.853,iot21,10.0.0.21,none,srv5,srv5,none,success,58.32,,True
baseline,183.034,iot1,10.0.0.1,none,srv1,srv1,grayhole,timeout,4030.87,,True
baseline,183.08,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.71,,False
baseline,183.087,iot17,10.0.0.17,none,srv1,srv1,grayhole,timeout,4034.98,,True
baseline,183.087,iot11,10.0.0.11,none,srv3,srv3,sybil,success,144.17,,True
baseline,183.111,iot37,10.0.0.37,flood,srv5,srv5,none,success,63.33,,False
baseline,183.148,iot37,10.0.0.37,flood,srv5,srv5,none,success,60.64,,True
baseline,183.311,iot15,10.0.0.15,none,srv7,srv7,none,success,119.13,,True
baseline,183.333,iot5,10.0.0.5,none,srv5,srv5,none,success,39.06,,True
baseline,183.356,iot7,10.0.0.7,none,srv7,srv7,none,success,52.24,,True
baseline,183.383,iot10,10.0.0.10,none,srv2,srv2,none,success,63.2,,True
baseline,183.404,iot26,10.0.0.26,none,srv2,srv2,none,success,45.34,,True
baseline,183.443,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.49,,True
baseline,183.469,iot23,10.0.0.23,none,srv7,srv7,none,success,50.12,,True
baseline,183.519,iot20,10.0.0.20,none,srv4,srv4,none,success,63.05,,True
baseline,183.523,iot31,10.0.0.31,none,srv7,srv7,none,success,62.94,,True
baseline,183.586,iot37,10.0.0.37,flood,srv5,srv5,none,success,60.2,,False
baseline,183.589,iot37,10.0.0.37,flood,srv5,srv5,none,success,63.94,,True
baseline,183.668,iot8,10.0.0.8,none,srv8,srv8,onoff,success,169.25,,True
baseline,183.747,iot24,10.0.0.24,none,srv8,srv8,onoff,success,261.43,,True
baseline,183.805,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.39,,True
baseline,183.842,iot40,10.0.0.40,bad_credentials,srv8,srv8,onoff,success,301.88,,True
baseline,183.927,iot9,10.0.0.9,none,srv1,srv1,grayhole,timeout,4023.94,,True
baseline,183.952,iot37,10.0.0.37,flood,srv5,srv5,none,success,62.52,,False
baseline,183.958,iot37,10.0.0.37,flood,srv5,srv5,none,success,71.68,,True
baseline,184.051,iot18,10.0.0.18,none,srv2,srv2,none,success,30.57,,True
baseline,184.071,iot39,10.0.0.39,bad_credentials,srv7,srv7,none,success,73.06,,True
baseline,184.119,iot12,10.0.0.12,none,srv4,srv4,none,success,30.32,,True
baseline,184.131,iot2,10.0.0.2,none,srv2,srv2,none,success,48.15,,True
baseline,184.15,iot28,10.0.0.28,none,srv4,srv4,none,success,30.42,,True
baseline,184.169,iot37,10.0.0.37,flood,srv5,srv5,none,success,62.23,,True
baseline,184.258,iot29,10.0.0.29,none,srv5,srv5,none,success,43.56,,True
baseline,184.318,iot37,10.0.0.37,flood,srv5,srv5,none,success,59.96,,False
baseline,184.324,iot36,10.0.0.36,none,srv4,srv4,none,success,44.01,,True
baseline,184.333,iot37,10.0.0.37,flood,srv5,srv5,none,success,61.94,,True
baseline,184.467,iot35,10.0.0.35,none,srv3,srv3,sybil,success,252.12,,True
baseline,184.535,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.15,,True
baseline,184.616,iot27,10.0.0.27,none,srv3,srv3,sybil,success,170.66,,True
baseline,184.626,iot4,10.0.0.4,none,srv4,srv4,none,success,57.91,,True
baseline,184.681,iot37,10.0.0.37,flood,srv5,srv5,none,success,60.19,,False
baseline,184.699,iot37,10.0.0.37,flood,srv5,srv5,none,success,59.79,,True
baseline,184.897,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.56,,True
baseline,184.908,iot34,10.0.0.34,none,srv2,srv2,none,success,59.14,,True
baseline,184.93,iot32,10.0.0.32,none,srv8,srv8,onoff,success,196.81,,True
baseline,184.943,iot13,10.0.0.13,none,srv5,srv5,none,success,59.09,,True
baseline,184.955,iot19,10.0.0.19,none,srv3,srv3,sybil,success,199.41,,True
baseline,184.962,iot3,10.0.0.3,none,srv3,srv3,sybil,success,164.66,,True
baseline,184.964,iot21,10.0.0.21,none,srv5,srv5,none,success,57.45,,True
baseline,185.035,iot16,10.0.0.16,none,srv8,srv8,onoff,success,95.23,,True
baseline,185.047,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.14,,False
baseline,185.062,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.29,,True
baseline,185.1,iot33,10.0.0.33,none,srv1,srv1,grayhole,timeout,4023.05,,True
baseline,185.131,iot30,10.0.0.30,none,srv6,srv6,drop,timeout,4015.37,,True
baseline,185.262,iot37,10.0.0.37,flood,srv5,srv5,none,success,59.8,,True
baseline,185.35,iot11,10.0.0.11,none,srv3,srv3,sybil,success,358.47,,True
baseline,185.407,iot5,10.0.0.5,none,srv5,srv5,none,success,48.36,,True
baseline,185.409,iot37,10.0.0.37,flood,srv5,srv5,none,success,62.09,,False
baseline,185.426,iot37,10.0.0.37,flood,srv5,srv5,none,success,62.69,,True
baseline,185.438,iot15,10.0.0.15,none,srv7,srv7,none,success,69.12,,True
baseline,185.452,iot7,10.0.0.7,none,srv7,srv7,none,success,59.58,,True
baseline,185.487,iot26,10.0.0.26,none,srv2,srv2,none,success,38.48,,True
baseline,185.507,iot10,10.0.0.10,none,srv2,srv2,none,success,61.84,,True
baseline,185.567,iot23,10.0.0.23,none,srv7,srv7,none,success,50.15,,True
baseline,185.624,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.51,,True
baseline,185.643,iot20,10.0.0.20,none,srv4,srv4,none,success,62.57,,True
baseline,185.644,iot31,10.0.0.31,none,srv7,srv7,none,success,62.1,,True
baseline,185.681,iot38,10.0.0.38,spoof,srv6,srv6,drop,timeout,4019.29,,True
baseline,185.775,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.78,,False
baseline,185.791,iot37,10.0.0.37,flood,srv5,srv5,none,success,59.18,,True
baseline,185.863,iot8,10.0.0.8,none,srv8,srv8,onoff,success,30.49,,True
baseline,185.986,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.81,,True
baseline,186.047,iot24,10.0.0.24,none,srv8,srv8,onoff,success,43.09,,True
baseline,186.108,iot18,10.0.0.18,none,srv2,srv2,none,success,30.44,,True
baseline,186.137,iot37,10.0.0.37,flood,srv5,srv5,none,success,60.33,,False
baseline,186.156,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.22,,True
baseline,186.175,iot12,10.0.0.12,none,srv4,srv4,none,success,30.61,,True
baseline,186.233,iot39,10.0.0.39,bad_credentials,srv7,srv7,none,success,101.85,,True
baseline,186.237,iot40,10.0.0.40,bad_credentials,srv8,srv8,onoff,success,102.87,,True
baseline,186.256,iot28,10.0.0.28,none,srv4,srv4,none,success,30.86,,True
baseline,186.263,iot2,10.0.0.2,none,srv2,srv2,none,success,45.06,,True
baseline,186.27,iot25,10.0.0.25,none,srv1,srv1,grayhole,success,64.19,,True
baseline,186.338,iot29,10.0.0.29,none,srv5,srv5,none,success,42.43,,True
baseline,186.349,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.22,,True
baseline,186.406,iot36,10.0.0.36,none,srv4,srv4,none,success,42.14,,True
baseline,186.514,iot37,10.0.0.37,flood,srv5,srv5,none,success,69.7,,False
baseline,186.518,iot37,10.0.0.37,flood,srv5,srv5,none,success,65.72,,True
baseline,186.711,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.55,,True
baseline,186.739,iot4,10.0.0.4,none,srv4,srv4,none,success,58.2,,True
baseline,186.744,iot35,10.0.0.35,none,srv3,srv3,sybil,success,209.02,,True
baseline,186.829,iot27,10.0.0.27,none,srv3,srv3,sybil,success,209.77,,True
baseline,186.832,iot14,10.0.0.14,none,srv6,srv6,drop,timeout,4013.49,,True
baseline,186.888,iot37,10.0.0.37,flood,srv5,srv5,none,success,75.15,,False
baseline,186.888,iot37,10.0.0.37,flood,srv5,srv5,none,success,74.29,,True
baseline,187.021,iot34,10.0.0.34,none,srv2,srv2,none,success,58.53,,True
baseline,187.054,iot13,10.0.0.13,none,srv5,srv5,none,success,58.41,,True
baseline,187.064,iot6,10.0.0.6,none,srv6,srv6,drop,timeout,4033.23,,True
baseline,187.073,iot37,10.0.0.37,flood,srv5,srv5,none,success,57.98,,True
baseline,187.077,iot21,10.0.0.21,none,srv5,srv5,none,success,70.28,,True
baseline,187.139,iot22,10.0.0.22,none,srv6,srv6,drop,timeout,4030.58,,True
baseline,187.168,iot16,10.0.0.16,none,srv8,srv8,onoff,success,42.77,,True
baseline,187.169,iot32,10.0.0.32,none,srv8,srv8,onoff,success,48.87,,True
baseline,187.179,iot3,10.0.0.3,none,srv3,srv3,sybil,success,415.98,,True
baseline,187.286,iot19,10.0.0.19,none,srv3,srv3,sybil,success,269.04,,True
baseline,187.295,iot37,10.0.0.37,flood,srv5,srv5,none,success,93.42,,False
baseline,187.296,iot37,10.0.0.37,flood,srv5,srv5,none,success,103.16,,True
baseline,187.435,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.34,,True
baseline,187.489,iot5,10.0.0.5,none,srv5,srv5,none,success,38.5,,True
baseline,187.558,iot7,10.0.0.7,none,srv7,srv7,none,success,50.68,,True
baseline,187.559,iot26,10.0.0.26,none,srv2,srv2,none,success,38.13,,True
baseline,187.564,iot15,10.0.0.15,none,srv7,srv7,none,success,65.03,,True
baseline,187.627,iot10,10.0.0.10,none,srv2,srv2,none,success,62.3,,True
baseline,187.666,iot37,10.0.0.37,flood,srv5,srv5,none,success,63.87,,False
baseline,187.666,iot23,10.0.0.23,none,srv7,srv7,none,success,52.78,,True
baseline,187.674,iot37,10.0.0.37,flood,srv5,srv5,none,success,74.11,,True
baseline,187.765,iot20,10.0.0.20,none,srv4,srv4,none,success,62.54,,True
baseline,187.765,iot31,10.0.0.31,none,srv7,srv7,none,success,62.03,,True
baseline,187.77,iot11,10.0.0.11,none,srv3,srv3,sybil,success,420.73,,True
baseline,187.799,iot37,10.0.0.37,flood,srv5,srv5,none,success,60.08,,True
baseline,187.92,iot8,10.0.0.8,none,srv8,srv8,onoff,success,30.89,,True
baseline,188.042,iot37,10.0.0.37,flood,srv5,srv5,none,success,69.05,,False
baseline,188.044,iot37,10.0.0.37,flood,srv5,srv5,none,success,66.88,,True
baseline,188.128,iot24,10.0.0.24,none,srv8,srv8,onoff,success,42.06,,True
baseline,188.162,iot37,10.0.0.37,flood,srv5,srv5,none,success,59.2,,True
baseline,188.163,iot18,10.0.0.18,none,srv2,srv2,none,success,31.15,,True
baseline,188.252,iot12,10.0.0.12,none,srv4,srv4,none,success,32.6,,True
baseline,188.312,iot28,10.0.0.28,none,srv4,srv4,none,success,32.62,,True
baseline,188.345,iot2,10.0.0.2,none,srv2,srv2,none,success,42.25,,True
baseline,188.359,iot40,10.0.0.40,bad_credentials,srv8,srv8,onoff,success,63.97,,True
baseline,188.367,iot39,10.0.0.39,bad_credentials,srv7,srv7,none,success,66.48,,True
baseline,188.382,iot25,10.0.0.25,none,srv1,srv1,grayhole,timeout,4021.13,,True
baseline,188.415,iot37,10.0.0.37,flood,srv5,srv5,none,success,73.96,,False
baseline,188.415,iot37,10.0.0.37,flood,srv5,srv5,none,success,83.65,,False
baseline,188.418,iot29,10.0.0.29,none,srv5,srv5,none,success,51.87,,True
baseline,188.486,iot36,10.0.0.36,none,srv4,srv4,none,success,42.09,,True
baseline,188.527,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.47,,True
baseline,188.793,iot37,10.0.0.37,flood,srv5,srv5,none,success,74.5,,False
baseline,188.802,iot37,10.0.0.37,flood,srv5,srv5,none,success,64.39,,False
baseline,188.851,iot4,10.0.0.4,none,srv4,srv4,none,success,58.86,,True
baseline,188.889,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.82,,True
baseline,188.98,iot35,10.0.0.35,none,srv3,srv3,sybil,success,349.45,,True
baseline,189.08,iot27,10.0.0.27,none,srv3,srv3,sybil,success,591.1,,True
baseline,189.126,iot1,10.0.0.1,none,srv1,srv1,grayhole,success,66.24,,True
baseline,189.133,iot34,10.0.0.34,none,srv2,srv2,none,success,58.18,,True
baseline,189.166,iot13,10.0.0.13,none,srv5,srv5,none,success,76.46,,True
baseline,189.171,iot37,10.0.0.37,flood,srv5,srv5,none,success,78.06,,False
baseline,189.172,iot37,10.0.0.37,flood,srv5,srv5,none,success,82.59,,False
baseline,189.181,iot17,10.0.0.17,none,srv1,srv1,grayhole,success,65.55,,True
baseline,189.237,iot21,10.0.0.21,none,srv5,srv5,none,success,113.63,,True
baseline,189.251,iot37,10.0.0.37,flood,srv5,srv5,none,success,65.67,,True
baseline,189.31,iot16,10.0.0.16,none,srv8,srv8,onoff,success,53.01,,True
baseline,189.313,iot32,10.0.0.32,none,srv8,srv8,onoff,success,51.28,,True
baseline,189.526,iot19,10.0.0.19,none,srv3,srv3,sybil,success,217.57,,True
baseline,189.553,iot37,10.0.0.37,flood,srv5,srv5,none,success,83.08,,False
baseline,189.56,iot37,10.0.0.37,flood,srv5,srv5,none,success,75.74,,False
baseline,189.561,iot5,10.0.0.5,none,srv5,srv5,none,success,48.44,,True
baseline,189.621,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.31,,True
baseline,189.63,iot26,10.0.0.26,none,srv2,srv2,none,success,41.57,,True
baseline,189.649,iot3,10.0.0.3,none,srv3,srv3,sybil,success,289.41,,True
baseline,189.653,iot7,10.0.0.7,none,srv7,srv7,none,success,49.97,,True
baseline,189.688,iot15,10.0.0.15,none,srv7,srv7,none,success,62.96,,True
baseline,189.748,iot10,10.0.0.10,none,srv2,srv2,none,success,62.65,,True
baseline,189.763,iot23,10.0.0.23,none,srv7,srv7,none,success,50.86,,True
baseline,189.885,iot20,10.0.0.20,none,srv4,srv4,none,success,64.09,,True
baseline,189.886,iot31,10.0.0.31,none,srv7,srv7,none,success,63.32,,True
baseline,189.943,iot37,10.0.0.37,flood,srv5,srv5,none,success,73.27,,False
baseline,189.944,iot37,10.0.0.37,flood,srv5,srv5,none,success,74.35,,False
baseline,189.976,iot8,10.0.0.8,none,srv8,srv8,onoff,success,30.56,,True
baseline,189.984,iot37,10.0.0.37,flood,srv5,srv5,none,success,60.94,,True
baseline,190.0,iot9,10.0.0.9,none,srv1,srv1,grayhole,timeout,4023.6,,True
baseline,190.261,iot18,10.0.0.18,none,srv2,srv2,none,success,30.4,,True
baseline,190.265,iot24,10.0.0.24,none,srv8,srv8,onoff,success,42.04,,True
baseline,190.28,iot11,10.0.0.11,none,srv3,srv3,sybil,success,362.41,,True
baseline,190.308,iot12,10.0.0.12,none,srv4,srv4,none,success,30.41,,True
baseline,190.319,iot37,10.0.0.37,flood,srv5,srv5,none,success,69.34,,False
baseline,190.323,iot37,10.0.0.37,flood,srv5,srv5,none,success,70.24,,False
baseline,190.348,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.84,,True
baseline,190.371,iot28,10.0.0.28,none,srv4,srv4,none,success,30.25,,True
baseline,190.425,iot2,10.0.0.2,none,srv2,srv2,none,success,42.09,,True
baseline,190.481,iot40,10.0.0.40,bad_credentials,srv8,srv8,onoff,success,62.71,,True
baseline,190.496,iot39,10.0.0.39,bad_credentials,srv7,srv7,none,success,66.08,,True
baseline,190.508,iot29,10.0.0.29,none,srv5,srv5,none,success,42.1,,True
baseline,190.566,iot36,10.0.0.36,none,srv4,srv4,none,success,42.4,,True
baseline,190.693,iot37,10.0.0.37,flood,srv5,srv5,none,success,77.24,,False
baseline,190.694,iot37,10.0.0.37,flood,srv5,srv5,none,success,68.32,,False
baseline,190.711,iot37,10.0.0.37,flood,srv5,srv5,none,success,86.59,,True
baseline,190.963,iot4,10.0.0.4,none,srv4,srv4,none,success,59.23,,True
baseline,191.074,iot37,10.0.0.37,flood,srv5,srv5,none,success,59.54,,False
baseline,191.084,iot37,10.0.0.37,flood,srv5,srv5,none,success,70.44,,False
baseline,191.085,iot37,10.0.0.37,flood,srv5,srv5,none,success,80.25,,True
baseline,191.165,iot33,10.0.0.33,none,srv1,srv1,grayhole,success,46.6,,True
baseline,191.183,iot30,10.0.0.30,none,srv6,srv6,drop,timeout,4018.98,,True
baseline,191.267,iot34,10.0.0.34,none,srv2,srv2,none,success,58.81,,True
baseline,191.272,iot1,10.0.0.1,none,srv1,srv1,grayhole,timeout,4030.39,,True
baseline,191.298,iot13,10.0.0.13,none,srv5,srv5,none,success,60.18,,True
baseline,191.308,iot17,10.0.0.17,none,srv1,srv1,grayhole,timeout,4029.24,,True
baseline,191.354,iot35,10.0.0.35,none,srv3,srv3,sybil,success,47.17,,True
baseline,191.37,iot21,10.0.0.21,none,srv5,srv5,none,success,58.91,,True
baseline,191.401,iot16,10.0.0.16,none,srv8,srv8,onoff,success,53.49,,True
baseline,191.406,iot32,10.0.0.32,none,srv8,srv8,onoff,success,54.56,,True
baseline,191.437,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.5,,False
baseline,191.457,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.24,,False
baseline,191.518,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.83,,True
baseline,191.644,iot5,10.0.0.5,none,srv5,srv5,none,success,38.81,,True
baseline,191.705,iot26,10.0.0.26,none,srv2,srv2,none,success,38.47,,True
baseline,191.712,iot27,10.0.0.27,none,srv3,srv3,sybil,success,163.15,,True
baseline,191.738,iot38,10.0.0.38,spoof,srv6,srv6,drop,timeout,4017.34,,True
baseline,191.75,iot7,10.0.0.7,none,srv7,srv7,none,success,51.4,,True
baseline,191.793,iot19,10.0.0.19,none,srv3,srv3,sybil,success,96.66,,True
baseline,191.799,iot37,10.0.0.37,flood,srv5,srv5,none,success,63.81,,False
baseline,191.809,iot15,10.0.0.15,none,srv7,srv7,none,success,62.75,,True
baseline,191.819,iot37,10.0.0.37,flood,srv5,srv5,none,success,59.06,,False
baseline,191.86,iot23,10.0.0.23,none,srv7,srv7,none,success,51.69,,True
baseline,191.868,iot10,10.0.0.10,none,srv2,srv2,none,success,62.78,,True
baseline,191.88,iot37,10.0.0.37,flood,srv5,srv5,none,success,59.99,,True
baseline,191.994,iot3,10.0.0.3,none,srv3,srv3,sybil,success,163.36,,True
baseline,192.007,iot20,10.0.0.20,none,srv4,srv4,none,success,64.16,,True
baseline,192.008,iot31,10.0.0.31,none,srv7,srv7,none,success,62.62,,True
baseline,192.033,iot8,10.0.0.8,none,srv8,srv8,onoff,success,32.56,,True
baseline,192.168,iot37,10.0.0.37,flood,srv5,srv5,none,success,64.88,,False
baseline,192.183,iot37,10.0.0.37,flood,srv5,srv5,none,success,60.79,,False
baseline,192.294,iot37,10.0.0.37,flood,srv5,srv5,none,success,111.87,,True
baseline,192.319,iot18,10.0.0.18,none,srv2,srv2,none,success,30.8,,True
baseline,192.345,iot24,10.0.0.24,none,srv8,srv8,onoff,success,42.57,,True
baseline,192.364,iot12,10.0.0.12,none,srv4,srv4,none,success,32.41,,True
baseline,192.428,iot28,10.0.0.28,none,srv4,srv4,none,success,34.96,,True
baseline,192.506,iot2,10.0.0.2,none,srv2,srv2,none,success,43.87,,True
baseline,192.573,iot37,10.0.0.37,flood,srv5,srv5,none,success,65.91,,False
baseline,192.573,iot37,10.0.0.37,flood,srv5,srv5,none,success,80.78,,False
baseline,192.588,iot29,10.0.0.29,none,srv5,srv5,none,success,57.84,,True
baseline,192.601,iot40,10.0.0.40,bad_credentials,srv8,srv8,onoff,success,69.23,,True
baseline,192.631,iot39,10.0.0.39,bad_credentials,srv7,srv7,none,success,71.57,,True
baseline,192.647,iot36,10.0.0.36,none,srv4,srv4,none,success,43.87,,True
baseline,192.66,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.59,,True
baseline,192.705,iot11,10.0.0.11,none,srv3,srv3,sybil,success,271.04,,True
baseline,192.876,iot14,10.0.0.14,none,srv6,srv6,drop,timeout,4014.25,,True
baseline,192.941,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.69,,False
baseline,192.956,iot37,10.0.0.37,flood,srv5,srv5,none,success,59.06,,False
baseline,193.023,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.52,,True
baseline,193.076,iot4,10.0.0.4,none,srv4,srv4,none,success,59.39,,True
baseline,193.16,iot6,10.0.0.6,none,srv6,srv6,drop,timeout,4030.06,,True
baseline,193.292,iot22,10.0.0.22,none,srv6,srv6,drop,timeout,4049.15,,True
baseline,193.292,iot33,10.0.0.33,none,srv1,srv1,grayhole,timeout,4049.4,,True
baseline,193.305,iot37,10.0.0.37,flood,srv5,srv5,none,success,60.46,,False
baseline,193.319,iot37,10.0.0.37,flood,srv5,srv5,none,success,60.46,,False
baseline,193.38,iot34,10.0.0.34,none,srv2,srv2,none,success,58.67,,True
baseline,193.385,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.06,,True
baseline,193.414,iot13,10.0.0.13,none,srv5,srv5,none,success,62.05,,True
baseline,193.427,iot35,10.0.0.35,none,srv3,srv3,sybil,success,260.49,,True
baseline,193.483,iot21,10.0.0.21,none,srv5,srv5,none,success,58.44,,True
baseline,193.495,iot16,10.0.0.16,none,srv8,srv8,onoff,success,55.53,,True
baseline,193.503,iot32,10.0.0.32,none,srv8,srv8,onoff,success,51.74,,True
baseline,193.672,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.99,,False
baseline,193.685,iot37,10.0.0.37,flood,srv5,srv5,none,success,61.7,,False
baseline,193.717,iot5,10.0.0.5,none,srv5,srv5,none,success,38.43,,True
baseline,193.747,iot37,10.0.0.37,flood,srv5,srv5,none,success,57.81,,True
baseline,193.778,iot26,10.0.0.26,none,srv2,srv2,none,success,38.02,,True
baseline,193.848,iot7,10.0.0.7,none,srv7,srv7,none,success,53.68,,True
baseline,193.918,iot27,10.0.0.27,none,srv3,srv3,sybil,success,131.23,,True
baseline,193.93,iot15,10.0.0.15,none,srv7,srv7,none,success,63.79,,True
baseline,193.94,iot19,10.0.0.19,none,srv3,srv3,sybil,success,112.83,,True
baseline,193.958,iot23,10.0.0.23,none,srv7,srv7,none,success,51.53,,True
baseline,193.989,iot10,10.0.0.10,none,srv2,srv2,none,success,63.07,,True
baseline,194.035,iot37,10.0.0.37,flood,srv5,srv5,none,success,59.55,,False
baseline,194.049,iot37,10.0.0.37,flood,srv5,srv5,none,success,60.05,,False
baseline,194.092,iot8,10.0.0.8,none,srv8,srv8,onoff,success,30.87,,True
baseline,194.109,iot37,10.0.0.37,flood,srv5,srv5,none,success,58.63,,True
baseline,194.128,iot31,10.0.0.31,none,srv7,srv7,none,success,62.72,,True
baseline,194.129,iot20,10.0.0.20,none,srv4,srv4,none,success,62.39,,True
baseline,194.246,iot3,10.0.0.3,none,srv3,srv3,sybil,success,177.36,,True
baseline,194.375,iot18,10.0.0.18,none,srv2,srv2,none,success,30.18,,True
baseline,194.398,iot37,10.0.0.37,flood,srv5,srv5,none,success,61.01,,False
baseline,194.413,iot37,10.0.0.37,flood,srv5,srv5,none,success,59.47,,True
baseline,194.422,iot12,10.0.0.12,none,srv4,srv4,none,success,30.73,,True
baseline,194.426,iot24,10.0.0.24,none,srv8,srv8,onoff,success,45.63,,True
baseline,194.459,iot25,10.0.0.25,none,srv1,srv1,grayhole,success,55.07,,True
