arm,device,client_ip,client_role,node,server_role,attack_start_s,routes,resteers,pairs,successes,timeouts,failures,abandoned,mean_latency_ms,p95_latency_ms
zero_trust,iot27,10.0.0.27,none,srv5,none,0.0,33,0,33,33,0,0,0,121.22090909090909,183.6599999999999
zero_trust,iot27,10.0.0.27,none,srv6,drop,30.0,3,0,1,1,0,0,2,161.52,161.52
zero_trust,iot27,10.0.0.27,none,srv7,none,0.0,24,0,24,24,0,0,0,112.2975,131.43599999999998
zero_trust,iot27,10.0.0.27,none,srv8,onoff,50.0,7,0,7,7,0,0,0,129.59,194.83399999999997
zero_trust,iot28,10.0.0.28,none,srv1,grayhole,40.0,4,0,4,3,1,0,0,1113.0774999999999,3469.4199999999983
zero_trust,iot28,10.0.0.28,none,srv2,none,0.0,24,1,25,24,1,0,0,260.184,136.89199999999997
zero_trust,iot28,10.0.0.28,none,srv3,sybil,20.0,2,0,2,2,0,0,0,185.23000000000002,191.53900000000002
zero_trust,iot28,10.0.0.28,none,srv4,none,0.0,26,0,26,26,0,0,0,57.005,64.5
zero_trust,iot28,10.0.0.28,none,srv5,none,0.0,44,0,44,44,0,0,0,99.9934090909091,111.1325
zero_trust,iot28,10.0.0.28,none,srv6,drop,30.0,1,0,0,0,0,0,0,,
zero_trust,iot28,10.0.0.28,none,srv7,none,0.0,29,0,29,29,0,0,0,108.18655172413793,184.6599999999999
zero_trust,iot28,10.0.0.28,none,srv8,onoff,50.0,7,0,7,7,0,0,0,132.52142857142857,255.67599999999987
zero_trust,iot29,10.0.0.29,none,srv1,grayhole,40.0,1,0,1,1,0,0,0,117.83,117.83
zero_trust,iot29,10.0.0.29,none,srv2,none,0.0,28,0,28,28,0,0,0,83.86178571428572,102.03249999999997
zero_trust,iot29,10.0.0.29,none,srv3,sybil,20.0,1,0,1,1,0,0,0,127.96,127.96
zero_trust,iot29,10.0.0.29,none,srv4,none,0.0,30,0,30,30,0,0,0,86.64833333333333,116.03549999999997
zero_trust,iot29,10.0.0.29,none,srv5,none,0.0,37,0,37,37,0,0,0,43.303243243243244,52.48799999999991
zero_trust,iot29,10.0.0.29,none,srv6,drop,30.0,3,0,1,1,0,0,2,164.44,164.44
zero_trust,iot29,10.0.0.29,none,srv7,none,0.0,31,0,31,31,0,0,0,91.5974193548387,166.49
zero_trust,iot29,10.0.0.29,none,srv8,onoff,50.0,8,0,8,8,0,0,0,84.71625,103.90049999999998
zero_trust,iot30,10.0.0.30,none,srv1,grayhole,40.0,5,0,5,4,1,0,0,883.932,3258.3099999999995
zero_trust,iot30,10.0.0.30,none,srv2,none,0.0,23,1,24,23,1,0,0,258.8875,214.92949999999976
zero_trust,iot30,10.0.0.30,none,srv3,sybil,20.0,1,0,1,1,0,0,0,289.93,289.93
zero_trust,iot30,10.0.0.30,none,srv4,none,0.0,31,0,31,31,0,0,0,86.20258064516129,90.92
zero_trust,iot30,10.0.0.30,none,srv5,none,0.0,33,0,33,33,0,0,0,88.61878787878788,109.29799999999999
zero_trust,iot30,10.0.0.30,none,srv6,drop,30.0,3,0,2,1,1,0,0,2052.265,3862.3945
zero_trust,iot30,10.0.0.30,none,srv7,none,0.0,28,0,27,27,0,0,1,93.99185185185186,129.69
zero_trust,iot30,10.0.0.30,none,srv8,onoff,50.0,13,0,13,13,0,0,0,130.6423076923077,303.86199999999974
zero_trust,iot31,10.0.0.31,none,srv1,grayhole,40.0,2,0,1,1,0,0,1,158.22,158.22
zero_trust,iot31,10.0.0.31,none,srv2,none,0.0,25,0,25,25,0,0,0,104.2884,135.30999999999995
zero_trust,iot31,10.0.0.31,none,srv3,sybil,20.0,2,0,2,2,0,0,0,156.165,208.30649999999997
zero_trust,iot31,10.0.0.31,none,srv4,none,0.0,26,0,26,26,0,0,0,99.42538461538462,112.1225
zero_trust,iot31,10.0.0.31,none,srv5,none,0.0,29,0,29,29,0,0,0,99.52103448275862,109.764
zero_trust,iot31,10.0.0.31,none,srv6,drop,30.0,4,0,0,0,0,0,4,,
zero_trust,iot31,10.0.0.31,none,srv7,none,0.0,31,0,31,31,0,0,0,62.37064516129032,96.505
zero_trust,iot31,10.0.0.31,none,srv8,onoff,50.0,13,0,13,13,0,0,0,115.04307692307692,188.48199999999983
zero_trust,iot32,10.0.0.32,none,srv1,grayhole,40.0,5,0,2,2,0,0,3,165.725,219.0185
zero_trust,iot32,10.0.0.32,none,srv2,none,0.0,24,0,24,24,0,0,0,115.06875000000001,155.2564999999999
zero_trust,iot32,10.0.0.32,none,srv3,sybil,20.0,2,0,2,2,0,0,0,171.945,220.3965
zero_trust,iot32,10.0.0.32,none,srv4,none,0.0,31,0,31,31,0,0,0,115.85225806451614,149.885
zero_trust,iot32,10.0.0.32,none,srv5,none,0.0,35,0,35,35,0,0,0,111.37542857142857,126.58599999999991
zero_trust,iot32,10.0.0.32,none,srv7,none,0.0,25,0,25,25,0,0,0,111.7976,121.788
zero_trust,iot32,10.0.0.32,none,srv8,onoff,50.0,12,0,12,12,0,0,0,83.16916666666667,145.75749999999994
zero_trust,iot33,10.0.0.33,none,srv1,grayhole,40.0,4,0,4,4,0,0,0,47.2275,49.657
zero_trust,iot33,10.0.0.33,none,srv2,none,0.0,28,0,28,28,0,0,0,90.77857142857144,100.0525
zero_trust,iot33,10.0.0.33,none,srv3,sybil,20.0,1,0,1,1,0,0,0,127.02,127.02
zero_trust,iot33,10.0.0.33,none,srv4,none,0.0,34,0,34,34,0,0,0,96.48764705882353,135.28599999999997
zero_trust,iot33,10.0.0.33,none,srv5,none,0.0,40,0,40,40,0,0,0,92.10425000000001,108.19149999999998
zero_trust,iot33,10.0.0.33,none,srv6,drop,30.0,1,0,1,1,0,0,0,133.25,133.25
zero_trust,iot33,10.0.0.33,none,srv7,none,0.0,23,0,23,23,0,0,0,95.80695652173912,99.00999999999999
zero_trust,iot33,10.0.0.33,none,srv8,onoff,50.0,10,0,10,10,0,0,0,93.668,120.69599999999997
zero_trust,iot34,10.0.0.34,none,srv1,grayhole,40.0,4,0,3,3,0,0,1,130.31333333333333,156.73000000000002
zero_trust,iot34,10.0.0.34,none,srv2,none,0.0,26,1,27,26,1,0,0,216.2237037037037,82.011
zero_trust,iot34,10.0.0.34,none,srv3,sybil,20.0,1,0,1,1,0,0,0,171.01,171.01
zero_trust,iot34,10.0.0.34,none,srv4,none,0.0,31,0,31,31,0,0,0,124.02774193548387,210.89
zero_trust,iot34,10.0.0.34,none,srv5,none,0.0,33,0,33,33,0,0,0,111.58636363636363,125.42399999999998
zero_trust,iot34,10.0.0.34,none,srv6,drop,30.0,3,0,1,1,0,0,1,168.21,168.21
zero_trust,iot34,10.0.0.34,none,srv7,none,0.0,22,0,22,22,0,0,0,118.62227272727273,164.14199999999997
zero_trust,iot34,10.0.0.34,none,srv8,onoff,50.0,14,0,14,14,0,0,0,130.22357142857143,225.67499999999993
zero_trust,iot35,10.0.0.35,none,srv1,grayhole,40.0,6,0,3,3,0,0,2,127.08,196.84099999999998
zero_trust,iot35,10.0.0.35,none,srv2,none,0.0,28,1,29,28,1,0,0,229.28172413793104,131.55999999999997
zero_trust,iot35,10.0.0.35,none,srv3,sybil,20.0,4,0,3,3,0,0,0,46.74666666666667,47.769999999999996
zero_trust,iot35,10.0.0.35,none,srv4,none,0.0,38,0,38,38,0,0,0,90.87421052631578,109.002
zero_trust,iot35,10.0.0.35,none,srv5,none,0.0,35,0,35,35,0,0,0,90.44200000000001,104.83799999999998
zero_trust,iot35,10.0.0.35,none,srv6,drop,30.0,1,0,0,0,0,0,1,,
zero_trust,iot35,10.0.0.35,none,srv7,none,0.0,14,1,15,14,1,0,0,358.78066666666666,1302.4429999999957
zero_trust,iot35,10.0.0.35,none,srv8,onoff,50.0,6,0,6,6,0,0,0,99.12333333333333,122.88749999999999
zero_trust,iot36,10.0.0.36,none,srv1,grayhole,40.0,7,0,5,5,0,0,1,81.542,110.43199999999999
zero_trust,iot36,10.0.0.36,none,srv2,none,0.0,31,1,32,31,1,0,0,202.820625,140.68599999999992
zero_trust,iot36,10.0.0.36,none,srv4,none,0.0,24,0,24,24,0,0,0,34.492916666666666,48.168499999999995
zero_trust,iot36,10.0.0.36,none,srv5,none,0.0,41,0,41,41,0,0,0,75.42243902439024,90.28
zero_trust,iot36,10.0.0.36,none,srv6,drop,30.0,3,0,0,0,0,0,2,,
zero_trust,iot36,10.0.0.36,none,srv7,none,0.0,22,1,23,22,1,0,0,247.71565217391304,102.75799999999997
zero_trust,iot36,10.0.0.36,none,srv8,onoff,50.0,6,0,6,6,0,0,0,167.26500000000001,454.2175
zero_trust,iot37,10.0.0.37,flood,srv1,grayhole,40.0,22,0,4,3,1,0,16,1121.735,3476.1249999999986
zero_trust,iot37,10.0.0.37,flood,srv2,none,0.0,317,2,298,296,1,1,21,130.00872483221477,178.87099999999998
zero_trust,iot37,10.0.0.37,flood,srv3,sybil,20.0,3,0,2,2,0,0,1,164.11,214.77100000000002
zero_trust,iot37,10.0.0.37,flood,srv4,none,0.0,310,0,292,292,0,0,18,118.8186301369863,174.8275
zero_trust,iot37,10.0.0.37,flood,srv5,none,0.0,388,1,389,387,1,1,0,86.14398457583547,128.68999999999994
zero_trust,iot37,10.0.0.37,flood,srv6,drop,30.0,20,0,2,2,0,0,17,141.73499999999999,165.83249999999998
zero_trust,iot37,10.0.0.37,flood,srv7,none,0.0,308,1,290,290,0,0,19,117.57813793103449,181.7820000000001
zero_trust,iot37,10.0.0.37,flood,srv8,onoff,50.0,82,0,75,75,0,0,6,116.17946666666666,164.24599999999992
